station_id,station_name,city,area,number_of_chargers,total_sessions,avg_wait_time,total_revenue,sessions_per_charger,avg_utilization_rate,utilization_classification,utilization_norm,wait_norm,sessions_per_charger_norm,capacity_risk_score,capacity_risk,expansion_priority
ST1049,Jayanagar Ev Hub 1049,Bengaluru,Jayanagar,5,776,8.089819587628865,162086.8,155.2,0.07096479195244627,LOW,0.0927713026818453,0.20427984741704058,0.09741662752465946,0.133,LOW,LOW
ST1013,Saket Ev Hub 1013,Delhi,Saket,5,766,8.06462140992167,94598.17,153.2,0.07014652014652015,LOW,0.09023172735481473,0.20106488292094643,0.09553781117895725,0.1303,LOW,LOW
ST1071,Kukatpally Ev Hub 1071,Hyderabad,Kukatpally,5,719,8.037413073713491,157384.65,143.8,0.07101234567901234,LOW,0.0929188896692264,0.19759344796546888,0.08670737435415689,0.128,LOW,LOW
ST1029,Thane Ev Hub 1029,Mumbai,Thane,5,709,8.024118476727786,109667.11,141.8,0.07054726368159203,LOW,0.09147546859918487,0.19589722779448723,0.08482855800845468,0.1264,LOW,LOW
ST1045,Electronic City Ev Hub 1045,Bengaluru,Electronic City,5,695,8.034028776978417,86815.28,139.0,0.06998992950654583,LOW,0.08974573514190617,0.19716165508052527,0.08219821512447158,0.1255,LOW,LOW
ST1044,Indiranagar Ev Hub 1044,Bengaluru,Indiranagar,9,1730,8.533583815028901,203852.65,192.22222222222223,0.04107312440645774,LOW,0.0,0.2608984748553426,0.13219560565732477,0.1244,LOW,LOW
ST1025,Powai Ev Hub 1025,Mumbai,Powai,5,756,7.90978835978836,110274.38,151.2,0.07058823529411765,LOW,0.09160262744240194,0.18131017030700863,0.09365899483325504,0.1235,LOW,LOW
ST1032,Borivali Ev Hub 1032,Mumbai,Borivali,5,743,7.858546433378196,115616.5,148.6,0.07045993361782835,LOW,0.09120443240603235,0.17477235729392276,0.09121653358384217,0.1205,LOW,LOW
ST1065,Hitech City Ev Hub 1065,Hyderabad,Hitech City,6,789,8.240684410646388,114879.67,131.5,0.058679161088799635,LOW,0.054641814665318166,0.2235282651140228,0.0751526538280883,0.1189,LOW,LOW
ST1009,Rohini Ev Hub 1009,Delhi,Rohini,5,707,7.835502121640736,106551.67,141.4,0.07045341305430991,LOW,0.09118419528908682,0.17183219848824421,0.08445279473931423,0.1177,LOW,LOW
ST1053,Hinjewadi Ev Hub 1053,Pune,Hinjewadi,5,710,7.8154929577464785,148847.56,142.0,0.06889859291606017,LOW,0.08635868030436818,0.169279285644146,0.0850164396430249,0.115,LOW,LOW
ST1069,Gachibowli Ev Hub 1069,Hyderabad,Gachibowli,5,734,7.701362397820164,158920.83,146.8,0.07000476871721506,LOW,0.0897917898794827,0.15471768907370492,0.08952559887271021,0.1124,LOW,LOW
ST1040,Koramangala Ev Hub 1040,Bengaluru,Koramangala,5,745,7.516778523489933,159076.59,149.0,0.0697565543071161,LOW,0.08902143559483601,0.13116715262543766,0.09159229685298262,0.1044,LOW,LOW
ST1072,Kukatpally Ev Hub 1072,Hyderabad,Kukatpally,4,279,7.334767025089606,28976.62,69.75,0.08547794117647059,LOW,0.13781408115706073,0.10794481837422408,0.017144199154532646,0.0972,LOW,LOW
ST1070,Kukatpally Ev Hub 1070,Hyderabad,Kukatpally,6,752,7.776063829787234,110062.15,125.33333333333333,0.05834885164494103,LOW,0.05361667154315097,0.16424863430205586,0.06935963676217316,0.0963,LOW,LOW
ST1027,Thane Ev Hub 1027,Mumbai,Thane,6,754,7.737665782493369,87319.32,125.66666666666667,0.05817901234567901,LOW,0.053089561002567426,0.15934953563692197,0.0696727728197902,0.0944,LOW,LOW
ST1036,Whitefield Ev Hub 1036,Bengaluru,Whitefield,4,268,7.173507462686567,36881.37,67.0,0.08556832694763729,LOW,0.13809460099497667,0.08737016516692381,0.01456082667919211,0.0895,LOW,LOW
ST1015,Karol Bagh Ev Hub 1015,Delhi,Karol Bagh,7,772,7.908808290155441,97399.2,110.28571428571429,0.05049712192569335,LOW,0.029248168406292005,0.1811851259839568,0.05522378044688989,0.0889,LOW,LOW
ST1038,Koramangala Ev Hub 1038,Bengaluru,Koramangala,7,835,7.803592814371258,99048.7,119.28571428571429,0.05058766509148188,LOW,0.029529176731646133,0.16776097988035887,0.06367845400254983,0.0864,LOW,LOW
ST1004,Dwarka Ev Hub 1004,Delhi,Dwarka,7,817,7.6801713586291305,117378.42,116.71428571428571,0.05046013217219443,LOW,0.029133367597247297,0.15201398409050446,0.061262832986646976,0.0802,LOW,LOW
ST1039,Koramangala Ev Hub 1039,Bengaluru,Koramangala,5,274,7.369343065693431,60534.28,54.8,0.06841448189762796,LOW,0.08485620106818993,0.11235627797453748,0.0031000469704086397,0.074,LOW,LOW
ST1064,Hitech City Ev Hub 1064,Hyderabad,Hitech City,8,841,7.644946492271106,102813.29,105.125,0.044356540084388184,LOW,0.010190356533939168,0.14751974264032303,0.05037576326914044,0.0683,LOW,LOW
ST1001,Connaught Place Ev Hub 1001,Delhi,Connaught Place,6,309,7.052427184466019,43681.11,51.5,0.05703211517165005,LOW,0.04953006922402755,0.07192187362062194,0.0,0.045,LOW,LOW
ST1041,Indiranagar Ev Hub 1041,Bengaluru,Indiranagar,6,328,6.488719512195122,51639.94,54.666666666666664,0.05641554867561059,LOW,0.04761650327995436,0.0,0.0029747925473618264,0.0198,LOW,LOW
